titulo,preco,quartos,suites,metragem,vagas,link
"CSB 7, TAGUATINGA SUL, TAGUATINGA",249900,2,,56,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-7-1126665
"Quadra C 4, TAGUATINGA CENTRO, TAGUATINGA",180000,2,,47,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-4-1410092
"C 02 Lote 19, TAGUATINGA CENTRO, TAGUATINGA",265000,2,,62,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-c-02-lote-19-1421102
"EQNM 38/40 Área Especial S/N, TAGUATINGA NORTE, TAGUATINGA",167000,2,,50,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-eqnm-38-40-area-especial-s-n-962811
"CSA 3, TAGUATINGA SUL, TAGUATINGA",579000,3,1,87,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csa-3-464788
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",455000,3,1,64,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-3-1403552
"QNA 52, TAGUATINGA NORTE, TAGUATINGA",330000,2,,64,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qna-52-1400278
"QI 23, SETOR INDUSTRIAL, TAGUATINGA",385000,2,1,55,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-23-1127682
"CNB 2, TAGUATINGA NORTE, TAGUATINGA",300000,2,,79,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-2-1253322
"CSG 3, TAGUATINGA SUL, TAGUATINGA",750000,1,1,97,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-997900
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",495000,2,2,60,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1406081
"CSG 3, TAGUATINGA SUL, TAGUATINGA",420000,1,1,68,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1417561
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",500000,2,2,65,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1366317
"QI 12, SETOR INDUSTRIAL, TAGUATINGA",400000,2,,58,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-12-1307544
"CNB 14, TAGUATINGA NORTE, TAGUATINGA",290000,2,,58,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-14-279069
"QNE 1, TAGUATINGA NORTE, TAGUATINGA",220000,2,1,70,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qne-1-1128178
"QNL 13 Conjunto B, TAGUATINGA NORTE, TAGUATINGA",290000,3,,87,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-13-conjunto-b-1405073
"QNL 21 Bloco B, TAGUATINGA NORTE, TAGUATINGA",315000,2,1,72,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-21-bloco-b-1411192
"Rua 8 Chacará 327, VILA SAO JOSE, TAGUATINGA",195000,2,,60,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-vila-sao-jose-taguatinga-df-rua-8-chacara-327-1326728
"QNB 5, TAGUATINGA NORTE, TAGUATINGA",230000,2,1,50,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnb-5-1382048
"C 11 Lote 03/05, TAGUATINGA CENTRO, TAGUATINGA",330000,2,1,83,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-c-11-lote-03-05-1419928
"CSG 13, TAGUATINGA SUL, TAGUATINGA",240000,1,,34,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-13-1350433
"CSG 3, TAGUATINGA SUL, TAGUATINGA",380000,1,,48,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-887614
"QI 5, SETOR INDUSTRIAL, TAGUATINGA",355000,3,1,69,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-5-1277535
"QNL 1, TAGUATINGA NORTE, TAGUATINGA",255000,2,,93,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-1-1353692
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",360000,2,1,54,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-3-1420444
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",295000,2,,48,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1414954
"CSE 4, TAGUATINGA SUL, TAGUATINGA",140000,2,,50,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-cse-4-1311056
"CSB 10, TAGUATINGA SUL, TAGUATINGA",468000,2,1,57,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1414105
"CSB 10, TAGUATINGA SUL, TAGUATINGA",660000,3,2,89,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1419343
"CSG 3, TAGUATINGA SUL, TAGUATINGA",305000,1,1,40,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-726526
"QNH Área Especial 3, TAGUATINGA NORTE, TAGUATINGA",315000,2,,50,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnh-area-especial-3-1418103
"QNL 6 Bloco B, TAGUATINGA NORTE, TAGUATINGA",249900,2,,75,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-6-bloco-b-1234418
"QNC 2, TAGUATINGA NORTE, TAGUATINGA",259000,1,,34,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-norte-taguatinga-df-qnc-2-1412013
"Quadra C 3, TAGUATINGA CENTRO, TAGUATINGA",340000,2,1,62,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-3-1419542
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",450000,3,1,69,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-3-1352580
"QSD 14, TAGUATINGA SUL, TAGUATINGA",135000,2,,50,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qsd-14-1419880
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",284999,2,,48,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1384277
"QNC 1, TAGUATINGA NORTE, TAGUATINGA",529900,3,1,96,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnc-1-1339018
"CNB 12, TAGUATINGA NORTE, TAGUATINGA",258000,2,1,57,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-12-1226718
"EQNL 1/3 Bloco C, TAGUATINGA NORTE, TAGUATINGA",110000,1,,33,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-norte-taguatinga-df-eqnl-1-3-bloco-c-1306392
"Quadra C 11, TAGUATINGA CENTRO, TAGUATINGA",250000,2,1,58,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-11-393634
"CSB 07 Lote 04, TAGUATINGA SUL, TAGUATINGA",335000,3,,66,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-07-lote-04-1401293
"QNC 1, TAGUATINGA NORTE, TAGUATINGA",259000,1,,34,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-norte-taguatinga-df-qnc-1-1412015
"QNC 3, TAGUATINGA NORTE, TAGUATINGA",259000,1,,34,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-norte-taguatinga-df-qnc-3-1412011
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",375000,2,,49,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1308401
"CSG 3, TAGUATINGA SUL, TAGUATINGA",549000,2,2,69,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csg-3-1254995
"CSG 3, TAGUATINGA SUL, TAGUATINGA",330000,1,1,37,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1069577
"QSE 7, TAGUATINGA SUL, TAGUATINGA",140000,1,1,25,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-qse-7-1410321
"CSG 3, TAGUATINGA SUL, TAGUATINGA",525000,2,1,92,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csg-3-1036834
"QNL 2, TAGUATINGA NORTE, TAGUATINGA",325000,3,,78,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-2-1420960
"CSG 3, TAGUATINGA SUL, TAGUATINGA",680000,3,1,93,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csg-3-1317763
"QNL 7 Bloco B, TAGUATINGA NORTE, TAGUATINGA",285000,3,,78,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-7-bloco-b-1372880
"QI 12, SETOR INDUSTRIAL, TAGUATINGA",547000,3,1,65,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-12-1412685
"QNC 3, TAGUATINGA NORTE, TAGUATINGA",170000,1,,30,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-norte-taguatinga-df-qnc-3-1300167
"CSB 7, TAGUATINGA SUL, TAGUATINGA",670000,3,1,97,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-7-1325884
"QNJ 58 Bloco A, TAGUATINGA NORTE, TAGUATINGA",295000,2,,57,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnj-58-bloco-a-1418849
"QNL 5 Bloco D, TAGUATINGA NORTE, TAGUATINGA",285000,2,,53,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-5-bloco-d-1161863
"CNB 04 Lote 05, TAGUATINGA NORTE, TAGUATINGA",330000,3,,63,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-04-lote-05-1382683
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",349990,2,2,57,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-3-1321935
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",309990,2,,45,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1333308
"QNH 11, TAGUATINGA NORTE, TAGUATINGA",330000,2,,49,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnh-11-1420934
"QI 24 LoteS 1 A 13, SETOR INDUSTRIAL, TAGUATINGA",290000,2,,49,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-lotes-1-a-13-1416658
"QNH 4, TAGUATINGA NORTE, TAGUATINGA",149900,2,,50,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnh-4-183561
"Rua 8 Chacará 266, VILA SAO JOSE, TAGUATINGA",230000,2,,54,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-vila-sao-jose-taguatinga-df-rua-8-chacara-266-964817
"CSA 2, TAGUATINGA SUL, TAGUATINGA",325000,3,,60,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csa-2-1377539
"CNB 1, TAGUATINGA NORTE, TAGUATINGA",530000,3,1,79,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-1-1402142
"QNL 5 Bloco A, TAGUATINGA NORTE, TAGUATINGA",235000,2,,63,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-5-bloco-a-1366780
"CSG 3, TAGUATINGA SUL, TAGUATINGA",295000,1,,36,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1180271
"CSG 3, TAGUATINGA SUL, TAGUATINGA",490000,1,1,50,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1420462
"Quadra C 11, TAGUATINGA CENTRO, TAGUATINGA",380000,2,1,56,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-11-1295929
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",330000,2,1,52,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1399011
"QSD 14, TAGUATINGA SUL, TAGUATINGA",140000,2,,50,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qsd-14-1407890
"QND 60, TAGUATINGA NORTE, TAGUATINGA",386005,2,1,58,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnd-60-1328037
"QI 5, SETOR INDUSTRIAL, TAGUATINGA",210000,2,,75,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-5-1363894
"QSA 4, TAGUATINGA SUL, TAGUATINGA",630000,3,1,91,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-qsa-4-1321100
"CSG 3, TAGUATINGA SUL, TAGUATINGA",690000,2,1,83,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csg-3-681895
"CNB 3, TAGUATINGA NORTE, TAGUATINGA",365000,3,,64,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-3-1357523
"QI 19, SETOR INDUSTRIAL, TAGUATINGA",550000,2,1,65,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-19-1419219
"Quadra C 7, TAGUATINGA CENTRO, TAGUATINGA",375000,2,1,45,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-7-1298982
"QNC 1, TAGUATINGA NORTE, TAGUATINGA",550000,3,1,73,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnc-1-1383522
"CSB 3, TAGUATINGA SUL, TAGUATINGA",450000,3,1,70,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-3-1409157
"CSB 5, TAGUATINGA SUL, TAGUATINGA",320000,3,1,63,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-5-1195156
"CSB 3, TAGUATINGA SUL, TAGUATINGA",540000,2,1,58,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-3-1375605
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",290000,2,,43,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1402612
"QI 24 LoteS 1 A 13, SETOR INDUSTRIAL, TAGUATINGA",520000,3,1,103,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-24-lotes-1-a-13-962710
"Quadra C 2, TAGUATINGA CENTRO, TAGUATINGA",239000,2,,59,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-2-1405440
"Quadra C 11, TAGUATINGA CENTRO, TAGUATINGA",310000,3,1,101,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-11-1374753
"QI 24 LoteS 14 A 27, SETOR INDUSTRIAL, TAGUATINGA",370000,2,,50,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-lotes-14-a-27-1419884
"QSE 7, TAGUATINGA SUL, TAGUATINGA",139000,1,,25,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-taguatinga-sul-taguatinga-df-qse-7-1402805
"QNA 6, TAGUATINGA NORTE, TAGUATINGA",150000,1,1,31,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-taguatinga-norte-taguatinga-df-qna-6-1325112
"QNL 3 Bloco B, TAGUATINGA NORTE, TAGUATINGA",310000,3,,68,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-3-bloco-b-1405686
"QNL 9, TAGUATINGA NORTE, TAGUATINGA",252000,2,,65,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-9-1333101
"Rua 10 Chacará 178, VILA SAO JOSE, TAGUATINGA",180000,2,,40,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-vila-sao-jose-taguatinga-df-rua-10-chacara-178-1200428
"CSB 6, TAGUATINGA SUL, TAGUATINGA",265000,3,,74,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-6-1288246
"Setor SAGOCA Lote 2 Residencial JK, TAGUATINGA NORTE, TAGUATINGA",419000,3,1,62,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-setor-sagoca-lote-2---residencial-jk-1411251
"QNL 13, TAGUATINGA NORTE, TAGUATINGA",280000,3,,70,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-13-1403608
"CSB 3, TAGUATINGA SUL, TAGUATINGA",550000,2,1,58,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-3-1348467
"CNB 12, TAGUATINGA NORTE, TAGUATINGA",290000,2,,60,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-12-1420104
"CSA 3, TAGUATINGA SUL, TAGUATINGA",300000,2,,52,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csa-3-1417956
"QSC 19 Chacará 25 Conjunto A1, TAGUATINGA SUL, TAGUATINGA",220000,2,,65,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qsc-19-chacara-25-conjunto-a1-1371612
"CNB 14, TAGUATINGA NORTE, TAGUATINGA",450000,3,1,69,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-14-1298109
"CSB 03 Lote 02/06, TAGUATINGA SUL, TAGUATINGA",395000,2,1,61,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-03-lote-02-06-1266046
"CNB 10, TAGUATINGA NORTE, TAGUATINGA",289999,2,,56,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-10-1411834
"QNJ 58 Bloco C, TAGUATINGA NORTE, TAGUATINGA",255000,2,,73,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnj-58-bloco-c-1328335
"QNL 6, TAGUATINGA NORTE, TAGUATINGA",265000,2,,63,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-6-1181998
"CNB 01 Lote 05, TAGUATINGA NORTE, TAGUATINGA",319000,2,1,89,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-01-lote-05-1420775
"Quadra C 2, TAGUATINGA CENTRO, TAGUATINGA",198000,2,,49,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-2-1405454
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",355000,2,1,52,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1358076
"CNB 14, TAGUATINGA NORTE, TAGUATINGA",480000,3,1,70,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-14-1412010
"CSB 05 Lote 08, TAGUATINGA SUL, TAGUATINGA",398000,2,,62,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-05-lote-08-1403197
"QNL 2, TAGUATINGA NORTE, TAGUATINGA",335000,3,,72,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-2-1418188
"Quadra C 7, TAGUATINGA CENTRO, TAGUATINGA",220000,2,,50,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-7-744690
"QNL 12 Bloco C, TAGUATINGA NORTE, TAGUATINGA",305000,2,1,75,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-12-bloco-c-1285390
"CNB 5, TAGUATINGA NORTE, TAGUATINGA",280000,2,,70,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-5-1371001
"Setor SAGOCA Lote 4 Residencial Itamaraty, TAGUATINGA NORTE, TAGUATINGA",275000,2,,48,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-setor-sagoca-lote-4---residencial-itamaraty-1403210
"CSA 01 Lote 14/15, TAGUATINGA SUL, TAGUATINGA",310000,2,,53,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csa-01-lote-14-15-1338710
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",449000,3,1,65,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1348069
"CNB 10 Lote 12, TAGUATINGA NORTE, TAGUATINGA",290000,2,,56,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-10-lote-12-1404128
"CNB 12, TAGUATINGA NORTE, TAGUATINGA",260000,2,,65,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-12-1402721
"Setor SAGOCA Lote 2 Residencial Esplanada, TAGUATINGA NORTE, TAGUATINGA",270000,2,1,50,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-setor-sagoca-lote-2---residencial-esplanada-1412973
"QSF 1 Área Especial 6/7/8, TAGUATINGA SUL, TAGUATINGA",450000,2,1,59,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qsf-1-area-especial-6-7-8-1206934
"CSB 09 Lote 03, TAGUATINGA SUL, TAGUATINGA",350000,2,,53,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-09-lote-03-1418747
"CSG 3, TAGUATINGA SUL, TAGUATINGA",675000,1,1,97,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1130413
"CSB 8, TAGUATINGA SUL, TAGUATINGA",350000,3,,93,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-8-1383520
"CSB 9, TAGUATINGA SUL, TAGUATINGA",350000,2,,53,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-9-1417005
"CNB 14 Lote 02, TAGUATINGA NORTE, TAGUATINGA",290000,2,,57,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-14-lote-02-1350446
"CSB 10, TAGUATINGA SUL, TAGUATINGA",720000,4,1,92,,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1292533
"QNL 13 Bloco B, TAGUATINGA NORTE, TAGUATINGA",265000,3,,82,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-13-bloco-b-1145536
"CNB 2, TAGUATINGA NORTE, TAGUATINGA",478000,3,1,68,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-2-1406893
"CNB 08 Lote 12, TAGUATINGA NORTE, TAGUATINGA",300000,2,,59,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-08-lote-12-1384980
"QNL 9 Bloco B, TAGUATINGA NORTE, TAGUATINGA",235000,2,,63,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-9-bloco-b-1397709
"CSG 3, TAGUATINGA SUL, TAGUATINGA",380000,1,1,47,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1235744
"QI 12, SETOR INDUSTRIAL, TAGUATINGA",395000,2,1,57,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-12-1418760
"QNA 14, TAGUATINGA NORTE, TAGUATINGA",410000,2,,89,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qna-14-963119
"QNL 19 Bloco A, TAGUATINGA NORTE, TAGUATINGA",220000,2,,45,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-19-bloco-a-1403105
