titulo,preco,quartos,suites,metragem,vagas,link,subtitulo
"QNL 3 Bloco B, TAGUATINGA NORTE, TAGUATINGA",315.000,3 Quartos,,69 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-3-bloco-b-1400705,QNL 03 | ÓTIMO APARTAMENTO REFROMADO - NASCENTE - 3 QUARTOS | TAGUATINGA
"St Area Especiais Setor C Norte, TAGUATINGA NORTE, TAGUATINGA",299.000,2 Quartos,1 Suíte,50 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-st-area-especiais-setor-c-norte-1411953,TAGUATINGA NORTE
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",465.000,2 Quartos,2 Suítes,60 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1241918,"APARTAMENTO 2 QUARTOS, 2 SUÍTES, VISTA LIVRE, VAGA DE GARAGEM COBERTA À VENDA NO LÊ QUARTIER BOULEVA"
"CND 2, TAGUATINGA NORTE, TAGUATINGA",260.000,3 Quartos,,64 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnd-2-1169679,"APARTAMENTO 3 QUARTOS, VAZADO, VISTA LIVRE À VENDA NA CND 2 - TAGUATINGA"
"Quadra C 4, TAGUATINGA CENTRO, TAGUATINGA",220.000,2 Quartos,,63 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-4-1250640,C4 EDIFÍCIO SANTA ISABEL | APARTAMENTO DE 2 QUARTOS 1 BANHEIRO - ACEITA FINANCIAMENTO - TAGUATINGA
"CSB 10, TAGUATINGA SUL, TAGUATINGA",540.000,3 Quartos,1 Suíte,69 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1406092,
"CNB 5, TAGUATINGA NORTE, TAGUATINGA",320.000,2 Quartos,,66 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-5-1162081,EDIFÍCIO HALLEY - APARTAMENTO COM 2 QUARTOS À VENDA - TAGUATINGA NORTE
"CSB 10, TAGUATINGA SUL, TAGUATINGA",680.000,3 Quartos,1 Suíte,93 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1283887,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",950.000,2 Quartos,,100 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csg-3-1373409,COBERTURA TAGUALIFE - 2 QUARTOS - VISTA LIVRE - TAGUATINGA SUL
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",370.000,2 Quartos,1 Suíte,52 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1410526,APARTAMENTO 2 QUARTOS - TOP LIFE LONG BEACH - COM SUÍTE - TAGUATINGA
"C 05 Lote 06, TAGUATINGA CENTRO, TAGUATINGA",320.000,3 Quartos,,70 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-centro-taguatinga-df-c-05-lote-06-1238612,C5 | ED PLAZA - 3 QUARTOS - TAGUATINGA
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",345.000,2 Quartos,1 Suíte,56 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1157134,VISTA LIVRE
"QNL 13 Bloco C, TAGUATINGA NORTE, TAGUATINGA",289.000,3 Quartos,,84 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-13-bloco-c-1419926,
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",495.000,2 Quartos,1 Suíte,61 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1381071,"NOVO E MODERNO, LAZER COMPLETO, 2Q 61M2, 2 VAGAS, 495 MIL"
"CSB 10, TAGUATINGA SUL, TAGUATINGA",630.000,4 Quartos,2 Suítes,89 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1404813,
"EQSD 1/13, TAGUATINGA SUL, TAGUATINGA",700.000,3 Quartos,2 Suítes,94 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-eqsd-1-13-1306714,RUA DAS PITANGUEIRAS EDIFÍCIO CHAMONIX VILLAGE | APARTAMENTO 3 QUARTOS SENDO 2 SUÍTES COM 1 VAGA DE
"CSG 3, TAGUATINGA SUL, TAGUATINGA",485.000,1 Quarto,1 Suíte,68 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1419920,
"QI 19, SETOR INDUSTRIAL, TAGUATINGA",700.000,3 Quartos,3 Suítes,84 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-19-1357358,
"CNB 05 Lote 03, TAGUATINGA NORTE, TAGUATINGA",320.000,3 Quartos,,78 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-05-lote-03-1419929,
"CSG 11, TAGUATINGA SUL, TAGUATINGA",470.000,3 Quartos,1 Suíte,68 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csg-11-1346815,SPAZIO BOULEVARD | REFORMADO | VISTA LIVRE | PLANEJADOS | 1 VAGA
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",547.000,2 Quartos,,90 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1366481,
"EQSD 1/13, TAGUATINGA SUL, TAGUATINGA",320.000,1 Quarto,1 Suíte,32 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-eqsd-1-13-1416483,APARTAMENTO À VENDA NA RUA COPAÍBA CONDOMÍNIO ROSELY GONÇALVES | SEMI MOBILADO APARTAMENTO DE 1 QUA
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",399.000,3 Quartos,1 Suíte,64 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-3-1382743,DE CANTO COM VENTILAÇÃO CRUZADA
"CSB 5, TAGUATINGA SUL, TAGUATINGA",700.000,3 Quartos,1 Suíte,136 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-5-1161499,EDIFÍCIO CARMENES - APARTAMENTO COM 3 QUARTOS SENDO 1 SUÍTE - ACEITA FINANCIAMENTO E FGTS
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",590.000,2 Quartos,1 Suíte,103 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1163139,
"CSB 6, TAGUATINGA SUL, TAGUATINGA",498.000,3 Quartos,,76 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-6-1316218,
"QNL 8, TAGUATINGA NORTE, TAGUATINGA",275.000,2 Quartos,1 Suíte,63 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-8-1373172,
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",528.000,2 Quartos,2 Suítes,60 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1382060,
"QNL 19, TAGUATINGA NORTE, TAGUATINGA",370.000,3 Quartos,,92 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-19-1401157,
"QI 24 LoteS 14 A 27, SETOR INDUSTRIAL, TAGUATINGA",397.000,2 Quartos,,50 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-lotes-14-a-27-1411205,
"CSA 03 Lote 16, TAGUATINGA SUL, TAGUATINGA",344.999,3 Quartos,,61 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csa-03-lote-16-1408848,
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",463.500,2 Quartos,2 Suítes,60 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1403349,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",180.000,2 Quartos,,52 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1407635,
"CSB 10, TAGUATINGA SUL, TAGUATINGA",577.000,3 Quartos,1 Suíte,69 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1292179,
"QNL 1 Bloco B, TAGUATINGA NORTE, TAGUATINGA",265.000,2 Quartos,,74 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-1-bloco-b-1412601,
"CSB 8, TAGUATINGA SUL, TAGUATINGA",240.000,2 Quartos,,59 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-8-1403524,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",400.000,2 Quartos,1 Suíte,54 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1404312,
"QSF 1 Área Especial 6/7/8, TAGUATINGA SUL, TAGUATINGA",470.000,2 Quartos,1 Suíte,59 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qsf-1-area-especial-6-7-8-1267891,
"Quadra C 11, TAGUATINGA CENTRO, TAGUATINGA",250.000,1 Quarto,,38 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-centro-taguatinga-df-quadra-c-11-1220164,
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",370.000,2 Quartos,,72 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1415514,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",330.000,2 Quartos,,50 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1414288,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",320.000,2 Quartos,1 Suíte,52 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1360593,
"QNJ 36, TAGUATINGA NORTE, TAGUATINGA",269.999,2 Quartos,,63 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnj-36-1377708,
"CNB 12 Lote 07, TAGUATINGA NORTE, TAGUATINGA",210.000,1 Quarto,,38 m²,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-norte-taguatinga-df-cnb-12-lote-07-1403223,
"QNL 3 Bloco B, TAGUATINGA NORTE, TAGUATINGA",295.000,3 Quartos,,62 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-3-bloco-b-1401304,
"CSB 3, TAGUATINGA SUL, TAGUATINGA",380.000,3 Quartos,,102 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-3-1407883,
"QI 12, SETOR INDUSTRIAL, TAGUATINGA",447.000,2 Quartos,1 Suíte,58 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-12-1047339,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",355.000,2 Quartos,1 Suíte,53 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1361386,
"CSB 10, TAGUATINGA SUL, TAGUATINGA",520.000,3 Quartos,1 Suíte,69 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1341529,
"QSF 1 Área Especial 6/7/8, TAGUATINGA SUL, TAGUATINGA",540.000,2 Quartos,1 Suíte,1 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qsf-1-area-especial-6-7-8-1372849,
"CNB 1, TAGUATINGA NORTE, TAGUATINGA",375.000,3 Quartos,,75 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-1-713607,
"QSF 1 Área Especial 6/7/8, TAGUATINGA SUL, TAGUATINGA",480.000,2 Quartos,1 Suíte,59 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qsf-1-area-especial-6-7-8-1142097,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",306.000,2 Quartos,1 Suíte,55 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1406499,
"CNB 12 Lote 07, TAGUATINGA NORTE, TAGUATINGA",270.000,2 Quartos,,51 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-12-lote-07-1415590,
"Setor SAGOCA Lote 4 Residencial Itamaraty, TAGUATINGA NORTE, TAGUATINGA",355.000,3 Quartos,1 Suíte,62 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-setor-sagoca-lote-4---residencial-itamaraty-1412975,
"EQNM 34/36, TAGUATINGA NORTE, TAGUATINGA",260.000,3 Quartos,,100 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-eqnm-34-36-1232815,
"QNL 3 Bloco B, TAGUATINGA NORTE, TAGUATINGA",310.000,3 Quartos,,90 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-3-bloco-b-1419915,
"QNC 13, TAGUATINGA NORTE, TAGUATINGA",400.000,1 Quarto,,360 m²,3 Vagas,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-taguatinga-norte-taguatinga-df-qnc-13-1397407,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",630.000,2 Quartos,1 Suíte,104 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-726471,
"Quadra C 6, TAGUATINGA CENTRO, TAGUATINGA",370.000,1 Quarto,,40 m²,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-centro-taguatinga-df-quadra-c-6-1415605,
"CSB 7, TAGUATINGA SUL, TAGUATINGA",720.000,3 Quartos,1 Suíte,97 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-7-1287714,
"CNB 8, TAGUATINGA NORTE, TAGUATINGA",345.000,3 Quartos,,59 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-8-1347961,
"CNB 10, TAGUATINGA NORTE, TAGUATINGA",895.000,3 Quartos,1 Suíte,115 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-10-974679,
"C 07 Lote 08, TAGUATINGA CENTRO, TAGUATINGA",250.000,2 Quartos,,59 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-c-07-lote-08-1228737,APARTAMENTO 2 QUARTOS PARA C 07 VENDA TAGUATINGA CENTRO BRASÍLIA
"QI 24 LoteS 14 A 27, SETOR INDUSTRIAL, TAGUATINGA",330.000,2 Quartos,,53 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-lotes-14-a-27-1411578,TOP LIFE LONG BEACH - APARTAMENTO EM...
"QNC 1 Área Especial 19, TAGUATINGA NORTE, TAGUATINGA",429.000,2 Quartos,1 Suíte,59 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnc-1-area-especial-19-1327899,"EXCELENTE LOCALIZAÇÃO, LAZER COMPLETO"
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",160.000,2 Quartos,1 Suíte,54 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1414177,PLANEJADOS EM TODOS OS AMBIENTES
"CSB 5, TAGUATINGA SUL, TAGUATINGA",398.000,2 Quartos,,70 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-5-1275977,APARTAMENTO 02 QUARTOS REFORMADO COM VISTA LIVRE E GARAGEM ÓTIMA LOCALIZAÇÃO
"CSA 1, TAGUATINGA SUL, TAGUATINGA",350.000,1 Quarto,,40 m²,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csa-1-1403739,
"QNC 1, TAGUATINGA NORTE, TAGUATINGA",599.000,3 Quartos,1 Suíte,85 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnc-1-1375238,
"Setor SAGOCA Lote 2 Residencial Esplanada, TAGUATINGA NORTE, TAGUATINGA",310.000,2 Quartos,1 Suíte,51 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-setor-sagoca-lote-2---residencial-esplanada-1347989,"SEMI MOBILIADO, EXCELENTE LOCALIZAÇÃO"
"QSF 1 Área Especial 6/7/8, TAGUATINGA SUL, TAGUATINGA",599.000,2 Quartos,1 Suíte,82 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qsf-1-area-especial-6-7-8-1365559,APTO GARDEN
"QNL 13 Conjunto E, TAGUATINGA NORTE, TAGUATINGA",325.000,3 Quartos,1 Suíte,70 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-13-conjunto-e-1411272,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",900.000,1 Quarto,1 Suíte,97 m²,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1090004,
"CNB 5, TAGUATINGA NORTE, TAGUATINGA",335.000,3 Quartos,1 Suíte,71 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-5-485924,"APARTAMENTO COM 3 DORMITÓRIOS À VENDA, 71 M² POR R$ 335.000,00 - TAGUATINGA NORTE - TAGUATINGA/DF"
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",435.000,3 Quartos,1 Suíte,62 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1416226,
"CNB 3, TAGUATINGA NORTE, TAGUATINGA",530.000,2 Quartos,1 Suíte,63 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-3-1238829,
"CSA 03 Lote 19, TAGUATINGA SUL, TAGUATINGA",250.000,2 Quartos,,75 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csa-03-lote-19-1099078,"SEGURANÇA 24 HORAS, EXCELENTE LOCALIZAÇÃO E BELÍSSIMA VISTA"
"QNL 3 Bloco B, TAGUATINGA NORTE, TAGUATINGA",320.000,3 Quartos,,62 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-3-bloco-b-1399963,EXCELENTE LOCALIZAÇÃO
"QNL 19 Bloco D, TAGUATINGA NORTE, TAGUATINGA",240.000,2 Quartos,,60 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-19-bloco-d-1407892,OPORTUNIDADE DE INVESNTIMENTO!
"QI 12, SETOR INDUSTRIAL, TAGUATINGA",539.000,3 Quartos,1 Suíte,65 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-12-1350052,
"QI 11, SETOR INDUSTRIAL, TAGUATINGA",389.900,2 Quartos,1 Suíte,56 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-11-1319825,IMOVEL COM 2 ANOS DE USO
"QNL 4 Bloco D, TAGUATINGA NORTE, TAGUATINGA",270.000,2 Quartos,,63 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-4-bloco-d-1369476,
"QNL 7 Bloco D, TAGUATINGA NORTE, TAGUATINGA",329.000,2 Quartos,,74 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-7-bloco-d-1195549,
"CSB 2, TAGUATINGA SUL, TAGUATINGA",269.000,2 Quartos,,72 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-2-1352632,
"CSB 7, TAGUATINGA SUL, TAGUATINGA",679.000,3 Quartos,1 Suíte,97 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-7-1128190,
"CSB 10, TAGUATINGA SUL, TAGUATINGA",485.000,2 Quartos,1 Suíte,60 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1372449,
"Setor SAGOCA Lote 4 Residencial Itamaraty, TAGUATINGA NORTE, TAGUATINGA",395.000,3 Quartos,1 Suíte,62 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-setor-sagoca-lote-4---residencial-itamaraty-1351634,
"CNB 13, TAGUATINGA NORTE, TAGUATINGA",219.990,2 Quartos,,50 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-13-1407117,
"QSE 4, TAGUATINGA SUL, TAGUATINGA",225.000,1 Quarto,,38 m²,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-taguatinga-sul-taguatinga-df-qse-4-1385163,
"CNB 4, TAGUATINGA NORTE, TAGUATINGA",320.000,3 Quartos,1 Suíte,63 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-4-1273885,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",550.000,3 Quartos,1 Suíte,65 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-24-74480,
"CSA 3, TAGUATINGA SUL, TAGUATINGA",310.000,2 Quartos,,55 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csa-3-1296701,
"CNB 10, TAGUATINGA NORTE, TAGUATINGA",860.000,3 Quartos,3 Suítes,113 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-10-1176515,
"CNB 05 Lote 12, TAGUATINGA NORTE, TAGUATINGA",310.000,2 Quartos,,64 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-05-lote-12-1383056,
"SMT Conjunto 1, TAGUATINGA SUL, TAGUATINGA",199.000,2 Quartos,,70 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-smt-conjunto-1-1357560,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",365.000,1 Quarto,1 Suíte,50 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1307536,
"CNB 5, TAGUATINGA NORTE, TAGUATINGA",320.000,2 Quartos,,62 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-5-1384296,
"QNL 6, TAGUATINGA NORTE, TAGUATINGA",250.000,2 Quartos,,62 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-6-1366159,
"QI 12, SETOR INDUSTRIAL, TAGUATINGA",529.000,3 Quartos,1 Suíte,65 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-12-1047338,
"QNL 2, TAGUATINGA NORTE, TAGUATINGA",329.900,3 Quartos,,74 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-2-1406141,
"CSD 1, TAGUATINGA SUL, TAGUATINGA",980.000,3 Quartos,,220 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csd-1-1294413,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",490.000,3 Quartos,1 Suíte,68 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-24-1357934,
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",459.000,3 Quartos,1 Suíte,64 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-3-1404075,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",420.000,1 Quarto,1 Suíte,46 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1418817,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",399.000,1 Quarto,1 Suíte,51 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1401889,
